#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Hit the Ice (USA);Hit the Ice;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Hit the Ice (U) (Prototype);Hit the Ice: VHL the Video Hockey League;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
hoccer;Hoccer;Arcade;;1983;;;;;;;;;;;;;;;;
Actua Ice Hockey;Hockey sobre hielo Actua;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Actua Ice Hockey 2;Hockey sobre hielo Actua 2;Sony Playstation;;1997;;;;;;;;;;;;;;;;
Hole In One Golf (USA);Hole In One Golf;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Homerun Hitters (USA);Homerun Hitters;Sony PSP Minis;;2010;;;;;;;;;;;;;;;;
Hoops (USA);Hoops;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
hoops96;Hoops '96;Arcade;;1996;;;;;;;;;;;;;;;;
Hot Shot;Hot Shot;Sony Playstation;;1996;;;;;;;;;;;;;;;;
hstennis;Hot Shots Tennis;Arcade;;1990;;;;;;;;;;;;;;;;
hncholms;Hunchback Olympic;Arcade;huncholy;1984;;;;;;;;;;;;;;;;
huncholy;Hunchback Olympic;Arcade;;1984;;;;;;;;;;;;;;;;
hyperath;Hyper Athlete;Arcade;;1996;;;;;;;;;;;;;;;;
hyprolym;Hyper Olympic;Arcade;trackfld;1983;;;;;;;;;;;;;;;;
hpolym84;Hyper Olympic '84;Arcade;hyperspt;1984;;;;;;;;;;;;;;;;
hyperspt;Hyper Sports;Arcade;;1984;;;;;;;;;;;;;;;;
hypsptsp;Hyper Sports Special;Arcade;88games;1988;;;;;;;;;;;;;;;;
Hyper Tennis - Final Match;Hyper Tennis: Final Match;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Hyper V-Ball (USA);Hyper V-Ball;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Ice Hockey (USA);Ice Hockey;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
IMG International Tour Tennis (USA, Europe);IMG International Tour Tennis;Sega Genesis;;1994;;;;;;;;;;;;;;;;
In Your Face (USA);In Your Face;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
In-Fisherman - Bass Hunter 64 (USA);In-Fisherman: Bass Hunter 64;Nintendo 64;;1999;;;;;;;;;;;;;;;;
idsoccer;Indoor Soccer;Arcade;;1985;;;;;;;;;;;;;;;;
International Cricket (Australia);International Cricket;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
International Cricket Captain 2002;International Cricket Captain 2002;Sony Playstation;;2002;;;;;;;;;;;;;;;;
intcup94;International Cup '94;Arcade;;1994;;;;;;;;;;;;;;;;
International Karate 2000 (Europe);International Karate 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
International Rugby (Europe);International Rugby;Sega Genesis;;1993;;;;;;;;;;;;;;;;
International Sensible Soccer - World Champions Limited Edition (Europe);International Sensible Soccer: World Champions Limited Edition;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
International Snooker (Europe);International Snooker;Sony PSP Minis;;2009;;;;;;;;;;;;;;;;
International Superstar Soccer (USA, Europe);International Superstar Soccer;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
International Superstar Soccer;International Superstar Soccer;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
International Superstar Soccer (USA);International Superstar Soccer;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
International Superstar Soccer '98 (USA);International Superstar Soccer '98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
International Superstar Soccer '99 (Europe);International Superstar Soccer '99;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
International Superstar Soccer 2000 (USA) (En,Es);International Superstar Soccer 2000;Nintendo 64;;2000;;;;;;;;;;;;;;;;
International Superstar Soccer 2000 (USA);International Superstar Soccer 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
International Superstar Soccer 64 (USA);International Superstar Soccer 64;Nintendo 64;;1997;;;;;;;;;;;;;;;;
International Superstar Soccer Deluxe (Europe);International Superstar Soccer Deluxe;Sega Genesis;;1996;;;;;;;;;;;;;;;;
International Superstar Soccer Deluxe;International Superstar Soccer Deluxe;Sony Playstation;;1995;;;;;;;;;;;;;;;;
International Superstar Soccer Deluxe (USA);International Superstar Soccer Deluxe;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
International Superstar Soccer Pro '98;International Superstar Soccer Pro '98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
International Tennis Tour (USA);International Tennis Tour;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
International Track & Field (USA);International Track & Field;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
International Track & Field;International Track & Field;Sony Playstation;;1996;;;;;;;;;;;;;;;;
International Track & Field 2;International Track & Field 2;Sony Playstation;;1999;;;;;;;;;;;;;;;;
International Track & Field 2000 (USA);International Track & Field 2000;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Interplay Sports Baseball 2000;Interplay Sports Baseball 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
ISS Pro Evolution;ISS Pro Evolution;Sony Playstation;;2000;;;;;;;;;;;;;;;;
ISS Pro Evolution 2;ISS Pro Evolution 2;Sony Playstation;;2001;;;;;;;;;;;;;;;;
vshoot;J-League Soccer V-Shoot;Arcade;;1994;;;;;;;;;;;;;;;;
Jack Nicklaus Golf (USA, Europe);Jack Nicklaus Golf;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
Jack Nicklaus Golf (USA);Jack Nicklaus Golf;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf (USA);Jack Nicklaus' Greatest 18 Holes of Major Championship Golf;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Jack Nicklaus' Power Challenge Golf (USA, Europe);Jack Nicklaus' Power Challenge Golf;Sega Genesis;;1993;;;;;;;;;;;;;;;;
James 'Buster' Douglas Knockout Boxing (U) [!];James 'Buster' Douglas Knockout Boxing;Sega Master System;;1990;;;;;;;;;;;;;;;;
James Bond 007 - The Duel (USA);James Bond 007: The Duel;Sega Genesis;;1990;;;;;;;;;;;;;;;;
Jammit (USA);Jammit;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Jammit (USA);Jammit;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Jennifer Capriati Tennis (USA);Jennifer Capriati Tennis;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy!: Sports Edition;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Jeopardy! - Sports Edition (USA, Europe);Jeopardy!: Sports Edition;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
Jeopardy! Sports Edition (USA);Jeopardy!: Sports Edition;Sega Genesis;;1993;;;;;;;;;;;;;;;;
Jeopardy! - Sports Edition (USA);Jeopardy!: Sports Edition;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Jerry Glanville's Pigskin Footbrawl (USA);Jerry Glanville's Pigskin Footbrawl;Sega Genesis;;1992;;;;;;;;;;;;;;;;
powyak96;Jikkyou Powerful Pro Yakyuu '96;Arcade;;1996;;;;;;;;;;;;;;;;
powyakex;Jikkyou Powerful Pro Yakyuu EX;Arcade;;1998;;;;;;;;;;;;;;;;
Jimmy Connors Pro Tennis Tour (USA);Jimmy Connors Pro Tennis Tour;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Jimmy Connors Tennis (USA);Jimmy Connors Tennis;Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Jimmy Connors Tennis (USA, Europe);Jimmy Connors Tennis;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
Jimmy Houston's Bass Tournament U.S.A. (USA);Jimmy Houston's Bass Tournament U.S.A.;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Jimmy Johnson's VR Football '98;Jimmy Johnson's VR Football '98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Jimmy White's 2 - Cueball;Jimmy White's 2: Cueball;Sony Playstation;;1999;;;;;;;;;;;;;;;;
Jimmy White's Cueball (Europe);Jimmy White's Cueball;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Jimmy White's Whirlwind Snooker (Europe);Jimmy White's Whirlwind Snooker;Sega Genesis;;1991;;;;;;;;;;;;;;;;
jitsupro;Jitsuryoku!! Pro Yakyuu;Arcade;;1989;;;;;;;;;;;;;;;;
Joe Montana Football (World);Joe Montana Football;Sega Genesis;;1990;;;;;;;;;;;;;;;;
Joe Montana Football (U) [!];Joe Montana Football;Sega Master System;;1990;;;;;;;;;;;;;;;;
mt_stf;Joe Montana II Sports Talk Football;Arcade;;1991;;;;;;;;;;;;;;;;
Joe Montana II Sports Talk Football (World);Joe Montana II Sports Talk Football;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Joe Montana's Football (World);Joe Montana's Football;Sega Game Gear;;1991;;;;;;;;;;;;;;;;
John Elway's Quarterback (USA);John Elway's Quarterback;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
teamqb;John Elway's Team Quarterback;Arcade;;1988;;;;;;;;;;;;;;;;
John Madden Football (USA, Europe);John Madden Football;Sega Genesis;;1991;;;;;;;;;;;;;;;;
John Madden Football (USA);John Madden Football;Super Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
John Madden Football '92 (USA, Europe);John Madden Football '92;Sega Genesis;;1991;;;;;;;;;;;;;;;;
John Madden Football '93 - Championship Edition (USA);John Madden Football '93;Sega Genesis;;1990;;;;;;;;;;;;;;;;
John Madden Football '93 (USA);John Madden Football '93;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
John Madden Football (USA, Europe);John Madden Football: Championship Edition;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Jonah Lomu Rugby;Jonah Lomu Rugby;Sony Playstation;;1997;;;;;;;;;;;;;;;;
Jordan Vs Bird (USA, Europe) (v1.1);Jordan Vs Bird;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Jordan vs Bird - One On One (USA);Jordan vs Bird: One On One;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
Jordan vs Bird - One on One (USA, Europe);Jordan vs Bird: One on One;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
josvolly;Joshi Volleyball;Arcade;;1983;;;;;;;;;;;;;;;;
sgmastc;Jumbo Ozaki Super Masters Golf;Arcade;sgmast;1989;;;;;;;;;;;;;;;;
sgmastj;Jumbo Ozaki Super Masters Golf;Arcade;sgmast;1989;;;;;;;;;;;;;;;;
jumpshot;Jump Shot;Arcade;;1985;;;;;;;;;;;;;;;;
K-1 Grand Prix;K-1 Grand Prix;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Kelly Slater's Pro Surfer (USA, Europe);Kelly Slater's Pro Surfer;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Ken Griffey Jr. presents Major League Baseball (USA, Europe);Ken Griffey Jr. presents Major League Baseball;Nintendo Game Boy;;1997;;;;;;;;;;;;;;;;
Ken Griffey Jr. Presents Major League Baseball (USA);Ken Griffey Jr. Presents Major League Baseball;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Ken Griffey Jr.'s Slugfest (USA);Ken Griffey Jr.'s Slugfest;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Ken Griffey Jr.'s Slugfest (USA);Ken Griffey Jr.'s Slugfest;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Ken Griffey Jr.'s Winning Run (USA);Ken Griffey Jr.'s Winning Run;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
Kevin Keegan's Player Manager (Europe);Kevin Keegan's Player Manager;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
kicknrun;Kick and Run;Arcade;;1986;;;;;;;;;;;;;;;;
kickgoal;Kick Goal;Arcade;;1995;;;;;;;;;;;;;;;;
kickoff;Kick Off;Arcade;;1988;;;;;;;;;;;;;;;;
Kick Off (Europe);Kick Off;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Kick Off (Europe);Kick Off;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Kick Off 3 - European Challenge (Europe);Kick Off 3: European Challenge;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Kick Off 3 - European Challenge (Europe);Kick Off 3: European Challenge;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Kick Off World;Kick Off World;Sony Playstation;;2002;;;;;;;;;;;;;;;;
kingofb;King of Boxer;Arcade;;1985;;;;;;;;;;;;;;;;
King Salmon - The Big Catch (USA);King Salmon: The Big Catch;Sega Genesis;;1993;;;;;;;;;;;;;;;;
kingpin;Kingpin;Arcade;;1983;;;;;;;;;;;;;;;;
Kings of the Beach - Professional Beach Volleyball (USA);Kings of the Beach: Professional Beach Volleyball;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Kirby's Dream Course (USA);Kirby's Dream Course;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Klash Ball (USA);Klash Ball;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
Klonoa Beach Volleyball;Klonoa Beach Volleyball;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Knockout Kings (USA, Europe);Knockout Kings;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Knockout Kings 2000 (USA);Knockout Kings 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Knockout Kings 2001;Knockout Kings 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Kobe Bryant's NBA Courtside (USA);Kobe Bryant's NBA Courtside;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Konami Hyper Soccer (Europe);Konami Hyper Soccer;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
pingpong;Konami's Ping-Pong;Arcade;;1985;;;;;;;;;;;;;;;;
bmcbowl;Konkyuu no Hoshi;Arcade;;1994;;;;;;;;;;;;;;;;
krzybowl;Krazy Bowl;Arcade;;1994;;;;;;;;;;;;;;;;
Kurt Warner's Arena Football Unleashed;Kurt Warner's Arena Football Unleashed;Sony Playstation;;2000;;;;;;;;;;;;;;;;
ksayakyu;Kusayakyuu;Arcade;;1985;;;;;;;;;;;;;;;;
kyukaidk;Kyuukai Douchuuki;Arcade;;1990;;;;;;;;;;;;;;;;
La Russa Baseball 95 (USA, Australia);La Russa Baseball 95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Lakers versus Celtics and the NBA Playoffs (USA);Lakers versus Celtics and the NBA Playoffs;Sega Genesis;;1991;;;;;;;;;;;;;;;;
kyustrkr;Last Striker;Arcade;;1989;;;;;;;;;;;;;;;;
ar_ldrb;Leader Board;Arcade;;1988;;;;;;;;;;;;;;;;
lbowling;League Bowling;Arcade;;1990;;;;;;;;;;;;;;;;
Lee Trevino's Fighting Golf (USA);Lee Trevino's Fighting Golf;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
Legend of the River King 2 (USA);Legend of the River King 2;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Legend of the River King GB, The (USA);Legend of the River King GB;Nintendo Game Boy;;1998;;;;;;;;;;;;;;;;
Legend of the River King GB (USA);Legend of the River King GB;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Legends of the Diamond - The Baseball Championship Game (USA);Legends of the Diamond: The Baseball Championship Game;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Lets Golf! (USA);Let's Golf;Sony PSP Minis;;2009;;;;;;;;;;;;;;;;
lbgrande;Libero Grande;Arcade;;1997;;;;;;;;;;;;;;;;
Liberogrande International;Liberogrande International;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Little League Baseball 2002 (USA) (En,Es);Little League Baseball 2002;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Little League Baseball - Championship Series (USA);Little League Baseball: Championship Series;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Looney Tunes B-Ball (USA);Looney Tunes B-Ball;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Lunar Pool (USA);Lunar Pool;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
M.U.S.C.L.E. - Tag Team Match (USA);M.U.S.C.L.E.: Tag Team Match;Nintendo Entertainment System;;1986;;;;;;;;;;;;;;;;
machbrkr;Mach Breakers: Numan Athletics 2;Arcade;;1995;;;;;;;;;;;;;;;;
Madden '95 (USA, Europe);Madden '95;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
Madden '96 (USA, Europe);Madden '96;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
Madden '97 (USA);Madden '97;Nintendo Game Boy;;1996;;;;;;;;;;;;;;;;
Madden Football 64 (USA);Madden Football 64;Nintendo 64;;1997;;;;;;;;;;;;;;;;
Madden NFL '94 (USA, Europe);Madden NFL '94;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Madden NFL '94 (USA);Madden NFL '94;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Madden NFL '95 (USA, Europe);Madden NFL '95;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
Madden NFL '96 (USA, Europe);Madden NFL '96;Sega Game Gear;;1996;;;;;;;;;;;;;;;;
Madden NFL 07 (USA);Madden NFL 07;Nintendo Game Boy Advance;;2006;;;;;;;;;;;;;;;;
Madden NFL 2000 (USA);Madden NFL 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Madden NFL 2000 (USA, Europe);Madden NFL 2000;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Madden NFL 2001 (USA);Madden NFL 2001;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Madden NFL 2001 (USA);Madden NFL 2001;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Madden NFL 2001;Madden NFL 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Madden NFL 2002 (USA);Madden NFL 2002;Nintendo 64;;2001;;;;;;;;;;;;;;;;
Madden NFL 2002 (USA);Madden NFL 2002;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Madden NFL 2003 (USA);Madden NFL 2003;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Madden NFL 95 (USA, Europe);Madden NFL 95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Madden NFL 95 (USA);Madden NFL 95;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
Madden NFL 96 (USA, Europe);Madden NFL 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Madden NFL 96 (USA);Madden NFL 96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Madden NFL 97 (USA, Europe);Madden NFL 97;Sega Genesis;;1997;;;;;;;;;;;;;;;;
Madden NFL 97 (USA);Madden NFL 97;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
Madden NFL 98 (USA);Madden NFL 98;Sega Genesis;;1997;;;;;;;;;;;;;;;;
Madden NFL 98 (USA);Madden NFL 98;Super Nintendo Entertainment System;;1997;;;;;;;;;;;;;;;;
Madden NFL 99 (USA);Madden NFL 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Magic Darts (USA);Magic Darts;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
ar_fast;Magic Johnson's Fast Break;Arcade;;1988;;;;;;;;;;;;;;;;
Magic Johnson's Fast Break (USA);Magic Johnson's Fast Break;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
magicbal;Magicball Fighting;Arcade;;1994;;;;;;;;;;;;;;;;
Magnetic Soccer (Europe);Magnetic Soccer;Nintendo Game Boy;;1992;;;;;;;;;;;;;;;;
mainsnk;Main Event;Arcade;;1984;;;;;;;;;;;;;;;;
mstadium;Main Stadium;Arcade;bottom9;1989;;;;;;;;;;;;;;;;
mjleague;Major League;Arcade;;1985;;;;;;;;;;;;;;;;
Major League Baseball (USA) (Rev A);Major League Baseball;Nintendo Entertainment System;;1988;;;;;;;;;;;;;;;;
Major League Baseball featuring Ken Griffey Jr. (USA);Major League Baseball featuring Ken Griffey Jr.;Nintendo 64;;1998;;;;;;;;;;;;;;;;
majtitle;Major Title;Arcade;;1990;;;;;;;;;;;;;;;;
majtitl2;Major Title 2;Arcade;;1992;;;;;;;;;;;;;;;;
Malibu Beach Volleyball (USA);Malibu Beach Volleyball;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
Manchester United Championship Soccer (Europe);Manchester United Championship Soccer;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
maniach2;Mania Challenge;Arcade;maniach;1986;;;;;;;;;;;;;;;;
March Madness '98;March Madness '98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Mario Golf (USA);Mario Golf;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Mario Golf (USA);Mario Golf;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
Mario Golf - Advance Tour (Spain);Mario Golf: Advance Tour;Nintendo Game Boy Advance;;2004;;;;;;;;;;;;;;;;
mt_mlh;Mario Lemieux Hockey;Arcade;;1991;;;;;;;;;;;;;;;;
Mario Lemieux Hockey (USA, Europe);Mario Lemieux Hockey;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Mario Tennis (USA);Mario Tennis;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Mario Tennis (USA);Mario Tennis;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Mario Tennis - Power Tour (USA, Australia) (En,Fr,De,Es,It);Mario Tennis: Power Tour;Nintendo Game Boy Advance;;2005;;;;;;;;;;;;;;;;
pc_moglf;Mario's Open Golf;Arcade;;1991;;;;;;;;;;;;;;;;
Mark Davis' The Fishing Master (USA);Mark Davis' The Fishing Master;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
Marko's Magic Football (Europe);Marko's Magic Football;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
Mary-Kate and Ashley - Winners Circle (USA, Europe);Mary-Kate and Ashley: Winners Circle;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Mat Hoffman's Pro BMX (USA, Europe);Mat Hoffman's Pro BMX;Nintendo Game Boy Advance;;2001;;;;;;;;;;;;;;;;
Mat Hoffman's Pro BMX (USA, Europe);Mat Hoffman's Pro BMX;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Mat Hoffman's Pro BMX;Mat Hoffman's Pro BMX;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Mat Hoffman's Pro BMX 2 (USA, Europe);Mat Hoffman's Pro BMX 2;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Mat Hoffmans Pro BMX;Mat Hoffmans Pro BMX;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
matmania;Mat Mania;Arcade;;1985;;;;;;;;;;;;;;;;
mayhem;Mayhem 2002;Arcade;;1985;;;;;;;;;;;;;;;;
medlanes;Meadows Lanes;Arcade;;1977;;;;;;;;;;;;;;;;
Mecarobot Golf (USA);Mecarobot Golf;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Mega Man Soccer (USA);Mega Man Soccer;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
mermaid;Mermaid;Arcade;;1982;;;;;;;;;;;;;;;;
mexico86;Mexico 86;Arcade;kicknrun;1986;;;;;;;;;;;;;;;;
Mia Hamm Soccer 64 (USA) (En,Es);Mia Hamm Soccer 64;Nintendo 64;;2000;;;;;;;;;;;;;;;;
Mia Hamm Soccer Shootout (USA);Mia Hamm Soccer Shootout;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Michael Owen's World League Soccer '99;Michael Owen's World League Soccer '99;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Mike Ditka Power Football (USA);Mike Ditka Power Football;Sega Genesis;;1991;;;;;;;;;;;;;;;;
Mike Piazza's StrikeZone (USA);Mike Piazza's StrikeZone;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Mike Tyson Boxing (USA) (En,Fr,De,Es,It);Mike Tyson Boxing;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
Mike Tyson Boxing;Mike Tyson Boxing;Sony Playstation;;2000;;;;;;;;;;;;;;;;
Mike Tyson's Intergalatic Power Punch;Mike Tyson's Intergalactic Power Punch;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
pc_miket;Mike Tyson's Punch-Out!!;Arcade;;1987;;;;;;;;;;;;;;;;
Mike Tyson's Punch-Out!! (USA) (Rev A);Mike Tyson's Punch-Out!!;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Millennium Winter Sports (USA);Millennium Winter Sports;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
Milo's Astro Lanes (USA);Milo's Astro Lanes;Nintendo 64;;1998;;;;;;;;;;;;;;;;
minigolf;Mini Golf;Arcade;;1985;;;;;;;;;;;;;;;;
Minnesota Fats - Pool Legend (USA);Minnesota Fats: Pool Legend;Sega Genesis;;1995;;;;;;;;;;;;;;;;
MLB 2005;MLB 2005;Sony Playstation;;2004;;;;;;;;;;;;;;;;
MLB Pennant Race;MLB Pennant Race;Sony Playstation;;1996;;;;;;;;;;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball;Sega Genesis;;1992;;;;;;;;;;;;;;;;
MLBPA Baseball (USA);MLBPA Baseball;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
homerun;Moero!! Pro Yakyuu Homerun Kyousou;Arcade;;1988;;;;;;;;;;;;;;;;
MTV Sports - Pure Ride (USA, Europe);MTV Sports: Pure Ride;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
MTV Sports - Pure Ride;MTV Sports: Pure Ride;Sony Playstation;;2000;;;;;;;;;;;;;;;;
MTV Sports - Skateboarding featuring Andy MacDonald (USA);MTV Sports: Skateboarding featuring Andy MacDonald;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
MTV Sports - Skateboarding Featuring Andy Macdonald;MTV Sports: Skateboarding Featuring Andy Macdonald;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
MTV Sports - Skateboarding featuring Andy Macdonald;MTV Sports: Skateboarding featuring Andy Macdonald;Sony Playstation;;2000;;;;;;;;;;;;;;;;
MTV Sports - Snowboarding;MTV Sports: Snowboarding;Sony Playstation;;1999;;;;;;;;;;;;;;;;
MTV Sports - T.J. Lavin's Ultimate BMX (USA, Europe);MTV Sports: T.J. Lavin's Ultimate BMX;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
MTV Sports - T.J. Lavin's Ultimate BMX;MTV Sports: T.J. Lavin's Ultimate BMX;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Muhammad Ali Heavyweight Boxing (USA);Muhammad Ali Heavyweight Boxing;Sega Genesis;;1992;;;;;;;;;;;;;;;;
semibase;MuHanSeungBu;Arcade;;1997;;;;;;;;;;;;;;;;
mbombrd;Muscle Bomber Duo Ultimate Team Battle;Arcade;;1993;;;;;;;;;;;;;;;;
mbomberj;Muscle Bomber The Body Explosion;Arcade;slammast;1993;;;;;;;;;;;;;;;;
Mutant League Football (USA, Europe);Mutant League Football;Sega Genesis;;1993;;;;;;;;;;;;;;;;
