#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Hazumi (USA) (eShop) Decrypted;Hazumi (USA) (eShop) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Heavy Fire The Chosen Few;Heavy Fire The Chosen Few;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Heroes of Ruin (Europe) (En,Fr,De,Es,It) Decrypted;Heroes of Ruin (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;;;;;;;;Heroes of Ruin;;;;;;
How to Train Your Dragon 2 (Europe) (En,Fr,De,Es,It,Pt) Decrypted;How to Train Your Dragon 2 (Europe) (En,Fr,De,Es,It,Pt) Decrypted;Nintendo 3DS;;;;;;;;;;;;How to Train Your Dragon 2;;;;;;
Ikachan (USA) (eShop) Decrypted;Ikachan (USA) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Ikachan;;;;;;
Inazuma Eleven (U)(BigBlueBox) Decrypted;Inazuma Eleven (U)(BigBlueBox) Decrypted;Nintendo 3DS;;;;;2;;;;;;;Inazuma Eleven;;;;;;
Inazuma Eleven 3 - Bomb Blast (Europe) (En,Fr,De) Decrypted;Inazuma Eleven 3 - Bomb Blast (Europe) (En,Fr,De) Decrypted;Nintendo 3DS;;;;;2;;;;;;;Inazuma Eleven 3: Bomb Blast;;;;;;
Inazuma Eleven 3 - Lightning Bolt (Europe) (En,Fr,De) Decrypted;Inazuma Eleven 3 - Lightning Bolt (Europe) (En,Fr,De) Decrypted;Nintendo 3DS;;;;;2;;;;;;;Inazuma Eleven 3: Lightning Bolt;;;;;;
Inazuma Eleven 3 - Team Ogre Attacks! (Europe) (En,Fr,De) Decrypted;Inazuma Eleven 3 - Team Ogre Attacks! (Europe) (En,Fr,De) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Inazuma Eleven 3: Team Ogre Attacks;;;;;;
Inazuma Eleven Go - Light (Europe) (En,Fr,De,Es,It) Decrypted;Inazuma Eleven Go - Light (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Inazuma Eleven Go: Light;;;;;;
Inazuma Eleven Go - Shadow (Europe) (En,Fr,De,Es,It) Decrypted;Inazuma Eleven Go - Shadow (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Inazuma Eleven Go: Shadow;;;;;;
Inazuma_Eleven_GO_Chrono_Stones_Thunderflash_3DS-VENOM Decrypted;Inazuma_Eleven_GO_Chrono_Stones_Thunderflash_3DS-VENOM Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Inazuma_Eleven_GO_Chrono_Stones_Wildfire_3DS-VENOM Decrypted;Inazuma_Eleven_GO_Chrono_Stones_Wildfire_3DS-VENOM Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
IronFall Invasion;IronFall Invasion;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Keep, The (USA) (En,Fr,Es,Pt) (eShop) Decrypted;Keep, The (USA) (En,Fr,Es,Pt) (eShop) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Kersploosh!;Kersploosh!;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Ketzal's Corridors (USA) (eShop) Decrypted;Ketzal's Corridors (USA) (eShop) Decrypted;Nintendo 3DS;;;;;2;;;;;;;Ketzal's Corridors;;;;;;
Kid Icarus - Uprising (Europe) (En,Fr,De,Es,It) Decrypted;Kid Icarus - Uprising (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Kid Icarus: Uprising;;;;;;
Kingdom Hearts 3D - Dream Drop Distance (Europe) (En,Fr,De) Decrypted;Kingdom Hearts 3D - Dream Drop Distance (Europe) (En,Fr,De) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Kingdom Hearts 3D: Dream Drop Distance;;;;;;
Kirby Battle Royale;Kirby Battle Royale;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Kirby Planet Robobot;Kirby Planet Robobot;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Kirby - Triple Deluxe (Europe) (En,Fr,De,Es,It) Decrypted;Kirby - Triple Deluxe (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Kirby: Triple Deluxe;;;;;;
Kirby's Blowout Blast;Kirby's Blowout Blast;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Kirby Extra Epic Yarn;Kirby’s Extra Epic Yarn;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Team Kirby Clash Deluxe;Team Kirby Clash Deluxe;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Kokuga (USA) (eShop) Decrypted;Kokuga (USA) (eShop) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Kokuga;;;;;;
LBX_Little_Battlers_eXperience_READNFO_EUR_MULTi3_3DS-PUSSYCAT Decrypted;LBX_Little_Battlers_eXperience_READNFO_EUR_MULTi3_3DS-PUSSYCAT Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;LEGO Batman 2 - DC Super Heroes (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;Nintendo 3DS;;;;;2;;;;;;;LEGO Batman 2: DC Super Heroes;;;;;;
LEGO Batman 3 - Beyond Gotham (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;LEGO Batman 3 - Beyond Gotham (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;Nintendo 3DS;;;;;2;;;;;;;LEGO Batman 3: Beyond Gotham;;;;;;
LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da) Decrypted;Nintendo 3DS;;;;;;;;;;;;LEGO Harry Potter: Years 5-7;;;;;;
LEGO The Lord of the Rings;LEGO The Lord of the Rings;Nintendo 3DS;;;;;;;;;;;;;;;;;;
LEGO Ninjago La Sombra de Ronin (EUR);LEGO Ninjago La Sombra de Ronin (EUR);Nintendo 3DS;;;;;;;;;;;;;;;;;;
LEGO Star Wars III - The Clone Wars (Europe) (En,Fr,De,Es,It,Da) (Rev 1) Decrypted;LEGO Star Wars III - The Clone Wars (Europe) (En,Fr,De,Es,It,Da) (Rev 1) Decrypted;Nintendo 3DS;;;;;2;;;;;;;LEGO Star Wars III: The Clone Wars;;;;;;
LEGO_Marvel_Avengers_3DS-VENOM Decrypted;LEGO_Marvel_Avengers_3DS-VENOM Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Lego_Jurassic_World_EUR_3DS-ABSTRAKT Decrypted;Lego_Jurassic_World_EUR_3DS-ABSTRAKT Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Liberation Maiden (USA) (eShop) Decrypted;Liberation Maiden (USA) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Liberation Maiden;;;;;;
Lord_of_Magna_Maiden_Heaven_3DS-VENOM Decrypted;Lord_of_Magna_Maiden_Heaven_3DS-VENOM Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Luigis Mansion - Dark Moon (U)(VENOM) [0346] Decrypted;Luigis Mansion - Dark Moon (U)(VENOM) [0346] Decrypted;Nintendo 3DS;;;;;4;;;;;;;Luigi's Mansion: Dark Moon;;;;;;
Luigi's Mansion 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Luigi's Mansion 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Mahjong Cub3D (USA) Decrypted;Mahjong Cub3D (USA) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mahjong Cub3D;;;;;;
Mario & Luigi - Bowsers Inside Story + Bowser Jr Journey;Mario & Luigi - Bowser's Inside Story + Bowser Jr.'s Journey (USA) Update v1.2;Nintendo 3DS;;;;;1;;;;;;;Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey;;;;;;
Mario & Luigi - Dream Team Bros;Mario & Luigi - Dream Team Bros. (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Mario & Sonic at the London 2012 Olympic Games (Europe) (En,Fr,De,Es,It,Nl) Decrypted;Mario & Sonic at the London 2012 Olympic Games (Europe) (En,Fr,De,Es,It,Nl) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Mario & Sonic at the London 2012 Olympic Games;;;;;;
Mario Kart 7 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 1) Decrypted;Mario Kart 7 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Rev 1) Decrypted;Nintendo 3DS;;;;;8;;;;;;;Mario Kart 7;;;;;;
Mario Party - Island Tour (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Mario Party - Island Tour (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Mario Party: Island Tour;;;;;;
Mario Tennis Open (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Mario Tennis Open (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) Decrypted;Nintendo 3DS;;;;;4;;;;;;;Mario Tennis Open;;;;;;
Mario and Donkey Kong - Minis on the Move (U)(VENOM) Decrypted;Mario and Donkey Kong - Minis on the Move (U)(VENOM) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mario and Donkey Kong: Minis on the Move;;;;;;
Mario vs Donkey Kong - Tipping Stars (USA) (eShop) Decrypted;Mario vs Donkey Kong - Tipping Stars (USA) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mario vs. Donkey Kong: Tipping Stars;;;;;;
Mario_And_Luigi_Paper_Jam_Bros_EUR_MULTi8_3DS-PUSSYCAT Decrypted;Mario_And_Luigi_Paper_Jam_Bros_EUR_MULTi8_3DS-PUSSYCAT Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Marvel Pinball 3D (U)(VENOM) Decrypted;Marvel Pinball 3D (U)(VENOM) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Mega Man Legacy Collection;Mega Man Legacy Collection;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Metal Gear Solid 3D - Snake Eater (Europe) (En,Fr,De,Es,It) Decrypted;Metal Gear Solid 3D - Snake Eater (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Metroid Prime - Federation Force;Metroid Prime - Federation Force;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Metroid - Samus Returns;Metroid - Samus Returns;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Mighty Final Fight;Mighty Final Fight;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Mighty Gunvolt (USA) (eShop) Decrypted;Mighty Gunvolt (USA) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mighty Gunvolt;;;;;;
Mighty Switch Force! (U)(BigBlueBox) Decrypted;Mighty Switch Force! (U)(BigBlueBox) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mighty Switch Force!;;;;;;
Mighty Switch Force! 2 (U)(BigBlueBox) Decrypted;Mighty Switch Force! 2 (U)(BigBlueBox) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mighty Switch Force! 2;;;;;;
Monster Hunter Stories;Monster Hunter Stories;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Monster Hunter 3 Ultimate (Europe) (En,Fr,De,Es,It) Decrypted;Monster Hunter 3 Ultimate (Europe) (En,Fr,De,Es,It) Decrypted;Nintendo 3DS;;;;;;;;;;;;Monster Hunter 3 Ultimate;;;;;;
Monster.Hunter.4.Ultimate.EUR.3DS-CONTRAST Decrypted;Monster.Hunter.4.Ultimate.EUR.3DS-CONTRAST Decrypted;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Monster Hunter Generations;Monster Hunter Generations;Nintendo 3DS;;;;;;;;;;;;;;;;;;
Moon Chronicles (USA) (eShop) Decrypted;Moon Chronicles (USA) (eShop) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Moon Chronicles;;;;;;
Mutant Mudds (U)(BigBlueBox) Decrypted;Mutant Mudds (U)(BigBlueBox) Decrypted;Nintendo 3DS;;;;;1;;;;;;;Mutant Mudds;;;;;;
Nano Assault (USA) Decrypted;Nano Assault (USA) Decrypted;Nintendo 3DS;;;;;;;;;;;;Nano Assault;;;;;;
